,Year,Franchise,Genre,Platform,Publisher,Developer
1349,2003,Undefined Franchise,Platform,GBA,Midway Games,Full Fat
1350,2020,Undefined Franchise,Strategy,PC,04-Aug,07th Expansion
1351,2001,Undefined Franchise,Puzzle,GBA,Sega,Sonic Team
1352,2014,Undefined Franchise,Adventure,PS4,Telltale Games,Telltale Games
1353,2004,Undefined Franchise,Misc,DS,nan,nan
1354,2002,Undefined Franchise,Fighting,GC,Atari,"Pipeworks Software, Inc."
1355,2002,Undefined Franchise,Simulation,PS2,Sammy Corporation,"Asmik Ace Entertainment, Inc."
1356,2010,Undefined Franchise,Action,PC,nan,07th Expansion
1357,2011,Undefined Franchise,Strategy,3DS,Namco Bandai,Bandai Namco Games
1358,2017,Undefined Franchise,Action,NS,Merge Games,07th Expansion
1359,2007,Undefined Franchise,Sports,PS2,Crave Entertainment,Point of View
1360,2010,Undefined Franchise,Adventure,DS,Destineer,07th Expansion
1361,2015,Undefined Franchise,Action,PSV,Sony Computer Entertainment,Virtual Toys
1362,2002,Undefined Franchise,Sports,PS2,Midway Games,Point of View
1363,2004,Undefined Franchise,Sports,XB,EA Sports,EA Canada
1364,2009,Undefined Franchise,Misc,PS2,Namco Bandai,Banpresto
1365,2010,Undefined Franchise,Shooter,Wii,Nintendo,"Treasure Co., Ltd."
1366,2011,Undefined Franchise,Adventure,X360,Crave Entertainment,Scientifically Proven
1367,2011,Rayman,Platform,X360,Ubisoft,Ubisoft
1368,2007,Undefined Franchise,Shooter,X360,Eidos Interactive,IO Interactive
1369,2003,Undefined Franchise,Shooter,PC,THQ,Outrage Games
1370,2015,Fallout,Action,PC,Bethesda Softworks,Bethesda Softworks
1371,2016,Undefined Franchise,Platform,PS4,Activision,Toys for Bob
1372,2010,Undefined Franchise,Misc,PSP,D3 Publisher,D3 Publisher
1373,2018,Undefined Franchise,Action-Adventure,PS4,Square Enix,Avalanche Studios
1374,2009,Undefined Franchise,Strategy,Wii,Valcon Games,07th Expansion
1375,2012,Undefined Franchise,Action,X360,D3 Publisher,D3
1376,2004,Mario,Platform,GBA,Nintendo,Nintendo
1377,2007,Kirby,Platform,VC,Nintendo,HAL Laboratory
1378,2016,Undefined Franchise,Music,PS4,Ubisoft,Ubisoft
1379,2011,Undefined Franchise,Adventure,DS,City Interactive,City Interactive
1380,2014,The Walking Dead,Adventure,PS4,Telltale Games,Telltale Games
1381,2008,Grand Theft Auto,Action,PC,Rockstar Games,Rockstar Toronto
1382,2008,Undefined Franchise,Platform,X360,Brash Entertainment,Red Tribe
1383,2006,Undefined Franchise,Misc,PS2,Activision,Left Field Productions
1384,1998,Undefined Franchise,Platform,PS,Sony Computer Entertainment,Whoopee Camp
1385,2002,Undefined Franchise,Shooter,GBA,BAM! Entertainment,Graphic State
1386,2005,Undefined Franchise,Platform,DS,THQ,Artificial Mind and Movement
1387,2007,Undefined Franchise,Adventure,X360,Ubisoft,Telltale Games
1388,2014,Undefined Franchise,Role-Playing,PC,New Reality Games,New Reality Games
1389,2015,Undefined Franchise,Role-Playing,PSV,Tecmo Koei,Gust
1390,1998,Undefined Franchise,Puzzle,PS,Atlus,Hudson Soft
1391,1998,Undefined Franchise,Action,N64,Konami,Konami
1392,2010,Undefined Franchise,Action,PS2,Russel,Russel
1393,2009,Undefined Franchise,Shooter,PC,Warner Bros. Interactive,GRIN
1394,2008,Undefined Franchise,Sports,PS3,Activision,FUN Labs
1395,2000,Undefined Franchise,Racing,PS,Midway Games,Traveller's Tales
1396,2012,Undefined Franchise,Action-Adventure,PS3,Square Enix,United Front Games
1397,2007,Undefined Franchise,Role-Playing,PS2,Atlus,Career Soft
1398,2018,Undefined Franchise,Action-Adventure,PC,nan,07th Expansion
1399,2005,Undefined Franchise,Racing,PS2,XS Games,Axis Entertainment
1400,2007,Undefined Franchise,Role-Playing,PSP,Xseed Games,Game Republic
1401,2008,Undefined Franchise,Role-Playing,DS,Majesco,Mistwalker Corporation / Artoon
1402,2010,Undefined Franchise,Strategy,PC,Square Enix,Gas Powered Games
1403,2016,Undefined Franchise,Simulation,PC,Focus Home Interactive,Giants Software
1404,2006,Undefined Franchise,Strategy,PC,Microsoft Game Studios,Blue Fang Games
1405,1996,Undefined Franchise,Role-Playing,2600,NEC,HuneX
1406,2011,Undefined Franchise,Shooter,X360,Electronic Arts,People Can Fly
1407,2008,Undefined Franchise,Role-Playing,X360,Microsoft Game Studios,Lionhead Studios
1408,2016,Naruto,Fighting,XOne,Namco Bandai Games,CyberConnect2
1409,2009,Undefined Franchise,Role-Playing,PC,nan,07th Expansion
1410,2011,Undefined Franchise,Adventure,PS3,Ubisoft,Ubisoft
1411,1998,Undefined Franchise,Strategy,PS,ASCII Entertainment,SystemSoft
1412,2003,Undefined Franchise,Role-Playing,GC,Sega,Overworks
1413,2009,Undefined Franchise,Puzzle,Wii,Playlogic Game Factory,WhiteBear Studios
1414,2018,Undefined Franchise,Action-Adventure,NS,FDG Entertainment,Game Atelier
1415,1999,Pokemon,Misc,GBC,Nintendo,Jupiter Corporation
1416,2013,Undefined Franchise,Action,3DS,Spike Chunsoft,Spike Chunsoft
1417,2017,NBA 2K,Sports,NS,2K Sports,Visual Concepts
1418,2017,Undefined Franchise,Shooter,PS4,505 Games,Lion Game Lion
1419,2004,Undefined Franchise,Puzzle,GBA,Nintendo,Hudson Soft
1420,2005,Tiger Woods PGA Tour,Sports,PC,EA Sports,EA Sports
1421,2007,Undefined Franchise,Adventure,PSP,Atari,Etranges Libellules
1422,2008,Undefined Franchise,Role-Playing,X360,Ubisoft,07th Expansion
1423,2006,Naruto,Role-Playing,DS,Takara Tomy,Takara Tomy
1424,2011,Undefined Franchise,Platform,DS,Majesco,DreamRift
1425,2007,Undefined Franchise,Shooter,PS3,Activision,Cauldron Ltd.
1426,2010,Undefined Franchise,Role-Playing,PC,Paradox Interactive,Taleworlds
1427,1995,Undefined Franchise,Simulation,PS,Konami,Konami
1428,2008,Worms,Strategy,Wii,THQ,Team17 Software
1429,2007,Undefined Franchise,Action,XB,VU Games,Saffire Corporation
1430,2015,Resident Evil,Action,X360,Capcom,Capcom
1431,2012,Undefined Franchise,Action,PSV,Sony Computer Entertainment,Mass Media
1432,2009,Star Wars,Action,DS,LucasArts,Krome Studios
1433,2009,Borderlands,Shooter,X360,2K Games,Gearbox Software
1434,2018,Undefined Franchise,Simulation,NS,TREVA Entertainment,Independent Arts Software GmbH
1435,2001,Undefined Franchise,Role-Playing,PS2,Metro 3D,Metro3D
1436,2002,Undefined Franchise,Action,GBA,DreamCatcher Interactive,Magic Pockets
1437,2002,Undefined Franchise,Adventure,PS,Electronic Arts,Argonaut Games
1438,2004,Undefined Franchise,Misc,DS,Nintendo,Nintendo R&D2
1439,2008,Undefined Franchise,Racing,PS3,Disney Interactive Studios,Black Rock Studio
1440,2004,Undefined Franchise,Action,GBA,Sega,Hitmaker
1441,2008,Horizon,Simulation,PC,Paradox Interactive,Paradox Interactive
1442,2007,Madden NFL,Sports,PC,EA Sports,EA Tiburon
1443,2000,Undefined Franchise,Shooter,PS,Jaleco,Jaleco
1444,2012,FIFA,Sports,WiiU,EA Sports,EA Canada
1445,1998,Undefined Franchise,Sports,N64,Fox Interactive,"Z-Axis, Ltd."
1446,2010,Dragon Ball,Fighting,PS3,Namco Bandai,Spike
1447,2014,Undefined Franchise,Action-Adventure,WiiU,Warner Bros. Interactive Entertainment,TT Fusion
1448,2009,Undefined Franchise,Adventure,PSP,Namco Bandai,Bandai Namco Games
1449,2011,Undefined Franchise,Puzzle,DS,Storm City Games,Storm City Games
1450,2011,Undefined Franchise,Role-Playing,Wii,TopWare,07th Expansion
1451,2005,Undefined Franchise,Misc,GBA,DSI Games,Gravity-I
1452,2008,Tales,Role-Playing,DS,Namco Bandai,Namco Tales Studio
1453,2016,Undefined Franchise,Adventure,PC,GSP,Big Fish Games
1454,2017,Just Dance,Music,WiiU,Ubisoft,Ubisoft Paris
1455,2008,Undefined Franchise,Shooter,PS3,Eidos Interactive,Pivotal Games
1456,2010,The Sims,Simulation,DS,Electronic Arts,The Sims Studio
1457,2008,Undefined Franchise,Puzzle,DS,Ubisoft,Ubisoft
1458,2016,Undefined Franchise,Role-Playing,PC,AGM Playism,07th Expansion
1459,2017,Undefined Franchise,Simulation,PS4,THQ Nordic,Weappy Studio
1460,2008,Undefined Franchise,Shooter,PC,SNK Playmore,SNK Corporation
1461,2009,Undefined Franchise,Adventure,DS,Arc System Works,Killaware
1462,2015,Undefined Franchise,Adventure,PS3,Sega,Sega
1463,2010,Undefined Franchise,Fighting,PSP,SouthPeak Interactive,Point of View
1464,1990,Undefined Franchise,Sports,NES,Nintendo,Technos Japan Corporation
1465,2013,Just Dance,Music,PS4,Ubisoft,Ubisoft Paris
1466,1997,Undefined Franchise,Misc,PS,Namco,Namco
1467,2004,Undefined Franchise,Platform,GC,THQ,Avalanche Software
1468,2003,Batman,Action,XB,Ubisoft,Ubisoft Montreal
1469,2006,Undefined Franchise,Simulation,PC,Ubisoft,Ubisoft Romania
1470,2009,Undefined Franchise,Platform,PC,nan,07th Expansion
1471,2011,Undefined Franchise,Adventure,Wii,Crave Entertainment,Scientifically Proven
1472,2007,Undefined Franchise,Racing,PSP,THQ,"Pipeworks Software, Inc."
1473,2003,Undefined Franchise,Racing,PS2,Ubisoft,Ubisoft Barcelona / Inland Productions
1474,2007,Undefined Franchise,Sports,PS2,Konami,PawaPuro Production
1475,2014,Undefined Franchise,Adventure,PC,Sega,Creative Assembly
1476,2008,Metal Gear,Action,PS3,Konami,Kojima Productions
1477,2012,NBA 2K,Sports,PSP,2K Sports,Visual Concepts
1478,2002,Undefined Franchise,Racing,PC,nan,07th Expansion
1479,2012,Undefined Franchise,Misc,3DS,Konami Digital Entertainment,Konami
1480,2010,Undefined Franchise,Sports,PSP,Konami,Konami
1481,1996,Undefined Franchise,Sports,SNES,Konami,Diamond Head
1482,2017,Undefined Franchise,Action,PS4,Warner Bros. Interactive Entertainment,Monolith Productions
1483,2016,Undefined Franchise,Simulation,PS4,Tecmo Koei,Koei Tecmo Games
1484,2011,Undefined Franchise,Shooter,X360,Bethesda Softworks,id Software
1485,1997,Undefined Franchise,Sports,PS,LucasArts,Factor 5
1486,2017,Undefined Franchise,Puzzle,NS,04-Aug,07th Expansion
1487,2003,Undefined Franchise,Platform,GBA,BAM! Entertainment,Virtucraft
1488,2003,Batman,Action,GBA,Ubisoft,Ubisoft Montreal
1489,2012,Undefined Franchise,Misc,PSP,CyberFront,nan
1490,2015,Undefined Franchise,Platform,WiiU,Activision,Behaviour Interactive
1491,1982,Undefined Franchise,Action,2600,Atari,Atari
1492,2012,NBA 2K,Sports,PS3,2K Sports,Visual Concepts
1493,2004,Undefined Franchise,Racing,GC,Namco,Eutechnyx
1494,2004,Undefined Franchise,Role-Playing,GBA,Konami,Kojima Productions
1495,2009,Undefined Franchise,Misc,Wii,THQ,THQ
1496,2016,Undefined Franchise,Fighting,PSV,Arc System Works,Lab Zero Games
1497,2005,Undefined Franchise,Role-Playing,PS2,NIS America,Nippon Ichi Software
1498,2004,Fallout,Role-Playing,PS2,Interplay,Interplay
1499,1995,Gundam,Action,SAT,Bandai,07th Expansion
1500,2002,Undefined Franchise,Platform,GBA,THQ,"Human Soft, Inc."
1501,2017,Undefined Franchise,Action,PS4,Merge Games,07th Expansion
1502,2006,Undefined Franchise,Role-Playing,PSP,NIS America,Neverland Company
1503,2017,Undefined Franchise,Adventure,PSV,Dramatic Create,Dramatic Create
1504,2016,Star Wars,Action-Adventure,PSV,Warner Bros. Interactive Entertainment,TT Fusion
1505,2016,Undefined Franchise,Adventure,PSV,Idea Factory,nan
1506,1997,Undefined Franchise,Action,PS,GT Interactive,SingleTrac
1507,2005,Undefined Franchise,Misc,DS,Crave Entertainment,Sensory Sweep Studios
1508,2014,Undefined Franchise,Action-Adventure,X360,Warner Bros. Interactive Entertainment,TT Fusion
1509,2008,Undefined Franchise,Action,DS,Takara Tomy,Takara Tomy
1510,2010,Undefined Franchise,Misc,DS,Zoo Games,TBA
1511,2007,Undefined Franchise,Misc,DS,Ubisoft,Sensory Sweep Studios
1512,2005,Gundam,Strategy,GC,Bandai,Bec
1513,2013,The Legend of Zelda,Adventure,3DS,Nintendo,Nintendo EAD
1514,2007,Undefined Franchise,Simulation,PC,iWin,City Interactive
1515,2009,Undefined Franchise,Sports,X360,Codemasters,Transmission Games
1516,2009,Undefined Franchise,Strategy,PC,1C Company,07th Expansion
1517,1999,Undefined Franchise,Racing,N64,THQ,Looking Glass Studios
1518,2009,Undefined Franchise,Sports,DS,2K Sports,Venom Games
1519,2005,Undefined Franchise,Puzzle,DS,Ubisoft,Hudson Soft
1520,2017,Undefined Franchise,Simulation,PS4,ArtDink,ArtDink
1521,2011,Undefined Franchise,Misc,PC,Sega,Sega
1522,2003,Undefined Franchise,Sports,PS2,EA Sports,NuFX
1523,1995,Undefined Franchise,Misc,SNES,04-Aug,07th Expansion
1524,2005,Undefined Franchise,Shooter,DS,Konami,Konami Computer Entertainment Hawaii
1525,2003,Undefined Franchise,Racing,XB,VU Games,Radical Entertainment
1526,2005,Undefined Franchise,Adventure,PS2,2K Games,High Voltage Software
1527,2007,Gundam,Action,PS3,Namco Bandai,Omega Force
1528,1996,Undefined Franchise,Racing,SAT,Atlus,Cave
1529,2006,Undefined Franchise,Action,DS,DSI Games,nan
1530,2010,Undefined Franchise,Simulation,DS,Taito,Taito Corporation
1531,2007,Undefined Franchise,Puzzle,PSP,Eidos Interactive,Zoonami Ltd.
1532,1990,Undefined Franchise,Action,NES,04-Aug,Konami
1533,2007,Undefined Franchise,Shooter,PSP,Konami,Creat Studio
1534,2007,Undefined Franchise,Sports,PS3,2K Sports,Visual Concepts
1535,2018,NBA 2K,Sports,PS4,2K Games,Saber Interactive
1536,2006,Mario,Sports,DS,Nintendo,Square Enix
1537,2005,Undefined Franchise,Strategy,GBA,Nintendo,Intelligent Systems
1538,2003,Madden NFL,Sports,GBA,EA Sports,BudCat Creations
1539,2006,The Sims,Simulation,PC,Electronic Arts,Maxis
1540,2018,Far Cry,Action,XOne,Ubisoft,Ubisoft Montreal
1541,2002,Undefined Franchise,Misc,XB,Infogrames,Data Design Interactive
1542,1989,Undefined Franchise,Puzzle,NES,Hudson Soft,Hudson Soft
1543,2017,Undefined Franchise,Role-Playing,PSV,Tecmo Koei,nan
1544,2008,Undefined Franchise,Sports,PS3,Sony Computer Entertainment,SCE Japan Studio
1545,2008,Far Cry,Shooter,PS3,Ubisoft,Ubisoft Montreal
1546,2006,Undefined Franchise,Fighting,PS2,Sony Computer Entertainment,Racjin
1547,2009,Undefined Franchise,Sports,Wii,Atari,Humongous Entertainment
1548,2011,Undefined Franchise,Misc,DS,Namco Bandai,Namco Bandai Games
1549,2006,Undefined Franchise,Simulation,DS,Natsume,TOSE
1550,2016,Resident Evil,Action-Adventure,PS4,Capcom,Capcom
1551,2001,Undefined Franchise,Simulation,PS,Konami,07th Expansion
1552,2017,Undefined Franchise,Platform,NS,Sega,PagodaWest Games
1553,2015,Undefined Franchise,Action,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales
1554,2004,Undefined Franchise,Misc,PS2,Sega,Sonic Team
1555,2008,Undefined Franchise,Misc,DS,Eidos Interactive,Amaze Entertainment
1556,2005,Undefined Franchise,Racing,PS2,Global Star Software,2K Games
1557,2011,Rayman,Platform,Wii,Ubisoft,Ubisoft
1558,1995,Undefined Franchise,Misc,SAT,Sega,Sega-AM2
1559,2011,Undefined Franchise,Role-Playing,PSP,Square Enix,Square Enix
1560,2002,Undefined Franchise,Sports,PS2,EA Sports,EA Tiburon
1561,2010,Undefined Franchise,Sports,PS3,EA Sports,EA Tiburon
1562,1998,Undefined Franchise,Racing,N64,Activision,"Luxoflux, Inc."
1563,2017,Undefined Franchise,Action,PSV,Tecmo Koei,Gust
1564,1981,Undefined Franchise,Shooter,2600,Atari,Atari
1565,2004,Undefined Franchise,Simulation,XB,Tecmo,Game Arts
1566,2002,Undefined Franchise,Action,PS2,Activision,Mucky Foot Productions
1567,2015,Undefined Franchise,Action-Adventure,PC,Square Enix,Avalanche Studios
1568,2002,Undefined Franchise,Role-Playing,PS2,Ubisoft,Game Arts
1569,2010,Pro Evolution Soccer,Sports,PSP,Konami,Konami
1570,2009,Undefined Franchise,Misc,DS,PlayV,PlayV
1571,2011,Undefined Franchise,Role-Playing,X360,ChunSoft,Experience Inc.
1572,2014,Undefined Franchise,Sports,3DS,Namco Bandai Games,Bandai Namco Games
1573,2016,Undefined Franchise,Adventure,PSV,Nippon Ichi Software,Nippon Ichi Software
1574,2003,Undefined Franchise,Racing,GC,Acclaim Entertainment,Climax Entertainment
1575,2002,Undefined Franchise,Platform,GBA,Disney Interactive Studios,Game Titan
1576,2009,NBA Live,Sports,X360,EA Sports,EA Canada
1577,2012,Undefined Franchise,Misc,PC,Square Enix,nan
1578,2005,Undefined Franchise,Role-Playing,PS2,Square Enix,Square Enix
1579,2009,Undefined Franchise,Platform,PSP,Sony Computer Entertainment,SCE Japan Studio
1580,2011,Undefined Franchise,Misc,DS,P2 Games,07th Expansion
1581,1998,Undefined Franchise,Adventure,PS,Sony Computer Entertainment,Sugar & Rockets
1582,1998,Undefined Franchise,Racing,N64,Ubisoft,Vivid Image
1583,2012,Undefined Franchise,Action,WiiU,Nintendo,Team Ninja
1584,2006,Final Fantasy,Role-Playing,GBA,Nintendo,Square Enix
1585,2014,Undefined Franchise,Misc,PC,Focus Home Interactive,nan
1586,2010,Undefined Franchise,Adventure,DS,Foreign Media Games,Foreign Media Games
1587,2009,Undefined Franchise,Action,DS,Konami,Konami
1588,2006,Undefined Franchise,Sports,GC,2K Sports,Kush Games
1589,2014,Call of Duty,Shooter,X360,Activision,High Moon Studios
1590,2006,Undefined Franchise,Fighting,PS2,Sunrise Interactive,Sunrise Interactive
1591,2013,Undefined Franchise,Platform,3DS,Namco Bandai Games,Inti Creates
1592,2017,Undefined Franchise,Role-Playing,PSV,Sega,Sega
1593,2010,Undefined Franchise,Strategy,PC,nan,Eugen Systems
1594,2005,Undefined Franchise,Action,XB,Konami,Konami
1595,2013,Battlefield,Shooter,PS4,Electronic Arts,EA DICE
1596,2007,Call of Duty,Shooter,DS,Activision,n-Space
1597,2012,Rayman,Platform,3DS,Ubisoft,Ubisoft
1598,2007,Undefined Franchise,Sports,DS,DSI Games,Full Fat
1599,2016,WWE 2K,Sports,PS3,2K Games,Yuke's
1600,2017,Undefined Franchise,Action,NS,Thomas Happ Games,Thomas Happ Games
1601,2007,Undefined Franchise,Action,PSP,Rockstar Games,07th Expansion
1602,2000,Undefined Franchise,Simulation,PC,04-Aug,07th Expansion
1603,2014,Undefined Franchise,Role-Playing,PC,Supergiant Games,Supergiant Games
1604,1994,Gundam,Strategy,SNES,Bandai,Bec
1605,2017,Undefined Franchise,Party,PS4,Sony Interactive Entertainment,Wish Studio
1606,2010,Undefined Franchise,Misc,PS3,MTV Games,Harmonix Music Systems
1607,2007,Need for Speed,Racing,Wii,Electronic Arts,EA Black Box
1608,2014,Undefined Franchise,Visual Novel,PSV,5pb,5pb. Inc.
1609,2008,Undefined Franchise,Simulation,DS,"Destination Software, Inc",nan
1610,2009,Undefined Franchise,Action,PSP,Spike,Spike
1611,2009,Undefined Franchise,Sports,X360,Activision,Activision
1612,2015,Undefined Franchise,Action,PS3,Tecmo Koei,Omega Force
1613,2001,Undefined Franchise,Role-Playing,GB,Banpresto,Alpha Unit
1614,1993,Undefined Franchise,Strategy,SNES,KOEI,Koei
1615,2009,Tales,Action,Wii,Conspiracy Entertainment,07th Expansion
1616,2010,Undefined Franchise,Sports,DS,Atari,07th Expansion
1617,2008,Undefined Franchise,Role-Playing,DS,Disney Interactive Studios,Fall Line Studio
1618,2010,Undefined Franchise,Simulation,PC,Excalibur Publishing,SCS Software
1619,2012,Undefined Franchise,Misc,PSP,Asgard,nan
1620,2005,Undefined Franchise,Adventure,GC,Global Star Software,High Voltage Software
1621,2017,Undefined Franchise,Racing,XOne,Nighthawk Interactive,Nighthawk Interactive
1622,2007,Undefined Franchise,Puzzle,DS,Mumbo Jumbo,Hot Lava Games
1623,2016,Undefined Franchise,Shooter,PC,Electronic Arts,PopCap Games
1624,2013,Madden NFL,Sports,PS4,EA Sports,EA Tiburon
1625,1998,Undefined Franchise,Role-Playing,PS,Square EA,SquareSoft
1626,2005,Undefined Franchise,Fighting,DS,Electronic Arts,Sensory Sweep Studios
1627,2015,Undefined Franchise,Action,PS4,Activision,PlatinumGames
1628,2009,Undefined Franchise,Simulation,PC,Ubisoft,Transmission Games
1629,2007,Petz,Simulation,DS,Ubisoft,Yuke's Media Creations
1630,2018,Undefined Franchise,Action,PS4,Koei Tecmo,Omega Force
1631,1997,Street Fighter,Fighting,SAT,Capcom,Capcom
1632,2007,The Sims,Simulation,PC,Electronic Arts,Maxis
1633,2013,Undefined Franchise,Misc,DS,Disney Interactive Studios,TOSE
1634,2009,Undefined Franchise,Puzzle,DS,Nintendo,Nintendo
1635,2016,Undefined Franchise,Role-Playing,PS4,NIS America,Nippon Ichi Software
1636,2009,Undefined Franchise,Puzzle,DS,Natsume,Natsume
